author,comment,belong_likes_count,time,belong_create_time,link,is_long,motion,is_positive
KyleDring7,"Using a stock image of an iPhone 13 and hand, I created this advert. Smoothed out the hand; removed blemishes and some long hair.
Made the logo white, and added text. I tried to base it off of Apple's designs. #Apple #advertisement https://t.co/SXRSHwJA6s",1,2022-05-14 23:05:14+00:00,2022-05-14 23:05:14+00:00,https://twitter.com/KyleDring7/status/1525613236669894656,1,Sad,0
derp_face12,@vocamerch You mean a wallet iphone 6 case,0,2022-05-14 23:05:00+00:00,2022-05-14 23:05:00+00:00,https://twitter.com/derp_face12/status/1525613177416957960,1,Happy,1
QuercusMax,"@hairyhilarity MacBooks only have USB-C now, so you can charge your iphone from your laptop, or use usb-c charger brick with your iPhone.",2,2022-05-14 23:04:41+00:00,2022-05-14 23:04:41+00:00,https://twitter.com/QuercusMax/status/1525613097913765894,1,Happy,1
SarahBurssty,@Rayisverypog iphone 12 moment,5,2022-05-14 23:04:30+00:00,2022-05-14 23:04:30+00:00,https://twitter.com/SarahBurssty/status/1525613049448525825,1,Fear,0
TheeAuthoress,They need to sell the next iPhone at Bed Bath and Beyond so I can use this 20% coupon,0,2022-05-14 23:04:27+00:00,2022-05-14 23:04:27+00:00,https://twitter.com/TheeAuthoress/status/1525613036278632448,1,Fear,0
LwaZulu_,I want an iPhone 13🧍🏾‍♀️,2,2022-05-14 23:04:19+00:00,2022-05-14 23:04:19+00:00,https://twitter.com/LwaZulu_/status/1525613003764289539,1,Happy,1
ConradDJosephLG,"@isaguor Was that a real video, just a question as one of my skills is as a video editor.. the eye glitch was the tell. It pixelates &amp; the stretch in that last moment seemed like a pixel tear like that of a reface app on my iPhone. You might delete this because the grammar but know I know",0,2022-05-14 23:03:57+00:00,2022-05-14 23:03:57+00:00,https://twitter.com/ConradDJosephLG/status/1525612911418277888,1,Sad,0
elpie,"Color me boggled. “…there are plenty of different ways to leave a message for someone. But making a phone call is still the best way to get an instant response when you need it. If you’ve never made a phone call on your iPhone, this is the guide for you.” https://t.co/7mpmeUSuen",0,2022-05-14 23:03:49+00:00,2022-05-14 23:03:49+00:00,https://twitter.com/elpie/status/1525612878753017856,1,Sad,0
cordy_bua,@maitailevuga Your caption says it all.. that heaps of people classify iPhone users as high shot and wanna be… aye?,0,2022-05-14 23:03:46+00:00,2022-05-14 23:03:46+00:00,https://twitter.com/cordy_bua/status/1525612867281485830,1,Fear,0
JoshBraaten,"@J23app My sources say these are very low quality. Falling apart after 10-20 wears, especially in bigger sizes like 13.",1,2022-05-14 23:03:27+00:00,2022-05-14 23:03:27+00:00,https://twitter.com/JoshBraaten/status/1525612785488384000,1,Surprise,1
bg98021,@V_G_Plus @mmpadellan Just like your iPhone gets recalled at least once a month.,36,2022-05-14 23:03:05+00:00,2022-05-14 23:03:05+00:00,https://twitter.com/bg98021/status/1525612695407427584,1,Happy,1
emmalynnbb,@MBlack99999 what r u talking about that’s an iphone 13,2,2022-05-14 23:03:05+00:00,2022-05-14 23:03:05+00:00,https://twitter.com/emmalynnbb/status/1525612693473853442,1,Happy,1
Aunty__Em,"@hairyhilarity Yeah, I just got one of those with my new iPhone 11.

Don't know how to use it.",0,2022-05-14 23:02:57+00:00,2022-05-14 23:02:57+00:00,https://twitter.com/Aunty__Em/status/1525612660229808128,1,Sad,0
NaturalEssencee,@deejadiexplorer Start with the iPhone and Mek me see if you’re qualified for the sponsorship lol,1,2022-05-14 23:02:46+00:00,2022-05-14 23:02:46+00:00,https://twitter.com/NaturalEssencee/status/1525612614134505474,1,Happy,1
mahoneyify,@jumbokolewerk @SilverBackOasis Na poor people dey always brag because of iPhone,0,2022-05-14 23:02:44+00:00,2022-05-14 23:02:44+00:00,https://twitter.com/mahoneyify/status/1525612606857306114,1,Sad,0
koreyp223,@EJ2k19 Until you get rid of that iPhone 🤷🏾‍♂️ https://t.co/sK6bFRrWuH,0,2022-05-14 23:02:35+00:00,2022-05-14 23:02:35+00:00,https://twitter.com/koreyp223/status/1525612567099498497,1,Happy,1
Sundaedip4ya,The new iPhone charger. It charge fast af,0,2022-05-14 23:02:31+00:00,2022-05-14 23:02:31+00:00,https://twitter.com/Sundaedip4ya/status/1525612552444645376,1,Happy,1
ErinLOLiver,@NickJAss Omg thank you! I hate that! I am gonna go get me two hero cams and my iPhone and win an Oscar … be back in a few hours when I’m finished up.,7,2022-05-14 23:02:29+00:00,2022-05-14 23:02:29+00:00,https://twitter.com/ErinLOLiver/status/1525612543816765440,1,Surprise,1
FollowingtheT,@brattastic99 Don't understand why Trump would be pushing for Apple phones since they are China's spies. No way would I buy an iphone.,0,2022-05-14 23:02:27+00:00,2022-05-14 23:02:27+00:00,https://twitter.com/FollowingtheT/status/1525612535763849217,1,Fear,0
MischievousChan,@leelee9501 iPhone 13??,1,2022-05-14 23:02:20+00:00,2022-05-14 23:02:20+00:00,https://twitter.com/MischievousChan/status/1525612504101146633,1,Happy,1
TechMeda,7 Best paid iPhone and iPad apps on sale for free right now https://t.co/rtLvNcCg6A https://t.co/bCkfdMU40j,0,2022-05-14 23:02:18+00:00,2022-05-14 23:02:18+00:00,https://twitter.com/TechMeda/status/1525612498971262976,1,Happy,1
SallyMaddy1,10 Best paid iPhone and iPad apps on sale for free today https://t.co/Na1RaqI0yf https://t.co/Aa5ZcMnFlt,0,2022-05-14 23:02:18+00:00,2022-05-14 23:02:18+00:00,https://twitter.com/SallyMaddy1/status/1525612497117466624,1,Happy,1
shoppingbooms,Car Vent Phone Mount Holder – Lamicall [Assembly Free] Air Vent Cell Phone Cradle Cellphone Stand with Adjustable Clip Compatible with iPhone 13 12 11 X XR XS Pro Max Mini SE More 4.7-6.8” Smartphone https://t.co/Y0OFIZGJ94,0,2022-05-14 23:02:13+00:00,2022-05-14 23:02:13+00:00,https://twitter.com/shoppingbooms/status/1525612475357405184,1,Happy,1
MuraHorobot,"sukioMachibot MakguneManaBot l-lemme borrow your iPhone! My droid just crashed again! &gt;///&lt;

#androidproblems",0,2022-05-14 23:01:56+00:00,2022-05-14 23:01:56+00:00,https://twitter.com/MuraHorobot/status/1525612406491123712,1,Surprise,1
hoolitanhive,That’s really my biological daughter /gen (gif is from todays show captured by DJ iPhone 11 Pro Max) https://t.co/t9f3NTlY5a,0,2022-05-14 23:01:48+00:00,2022-05-14 23:01:48+00:00,https://twitter.com/hoolitanhive/status/1525612370130878464,1,Happy,1
Stacey_Facey_,@VerizonSupport commercials on @nhl playoffs saying iPhone 13 for free. False advertising. It's up to 50% off with a trade in. So sketchy. Can't wait to sell these stocks.,0,2022-05-14 23:01:48+00:00,2022-05-14 23:01:48+00:00,https://twitter.com/Stacey_Facey_/status/1525612369417756672,1,Happy,1
jane_manfield,https://t.co/fUacWLA79D iPhone,0,2022-05-14 23:01:45+00:00,2022-05-14 23:01:45+00:00,https://twitter.com/jane_manfield/status/1525612357116137472,1,Happy,1
darian2199,"@brattastic99 I have an android. Alot do as it's way more functional,  and has way better flexibility. Too many advantages to an android over an iPhone.",1,2022-05-14 23:01:44+00:00,2022-05-14 23:01:44+00:00,https://twitter.com/darian2199/status/1525612354574032897,1,Happy,1
keepandrunning,"@ape_bbb @adamnaaron They sell physical games as well? Lol damn what else do they do? I bought an iPhone just the other day from the app, I bought a trash can for my house, and I bought a toaster too. Thanks buddy.",2,2022-05-14 23:01:43+00:00,2022-05-14 23:01:43+00:00,https://twitter.com/keepandrunning/status/1525612352405528576,1,Happy,1
Hans_Potterman,@outofideas_____ An iPhone 11 in 2012?,1,2022-05-14 23:01:43+00:00,2022-05-14 23:01:43+00:00,https://twitter.com/Hans_Potterman/status/1525612352086876160,1,Happy,1
shoppingbooms,"Smart Watch, HuaWise Smart Watch for Android Phones and iOS, HD Touch Smartwatch Waterproof Fitness Tracker Watch with Heart Rate, Stopwatch, Smart Watches for Men Women Compatible iPhone Samsung https://t.co/EEbtLRFN0U",0,2022-05-14 23:01:07+00:00,2022-05-14 23:01:07+00:00,https://twitter.com/shoppingbooms/status/1525612199040933894,1,Surprise,1
Sol_Danmeri,#Android #Chatbot #iPhone Viewers Stream -- 2: Need a B o t to watch live broadcasts of the BigoLive app 1200-1500 viewers per stream Ability to control the number of viewers Viewers automatically join/leave after a certain period of time to... (Budget:… https://t.co/XYyr7Uu1vI,0,2022-05-14 23:01:07+00:00,2022-05-14 23:01:07+00:00,https://twitter.com/Sol_Danmeri/status/1525612197765738497,1,Fear,0
CARLOSORDENESF,@FiguringFreddie @brattastic99 And outside of America including with a IPhone still isn't a posibility to can be suscribed in Truth Social...☹😬,0,2022-05-14 23:01:04+00:00,2022-05-14 23:01:04+00:00,https://twitter.com/CARLOSORDENESF/status/1525612187301167104,1,Fear,0
clotty,@CH6RG3 so you sim swap me and now you spend my money on a new iphone?!?!?!? this is tragic.,1,2022-05-14 23:00:54+00:00,2022-05-14 23:00:54+00:00,https://twitter.com/clotty/status/1525612145169375232,1,Sad,0
JaneKirkeby,https://t.co/xD98wcpZiL iPhone,0,2022-05-14 23:00:53+00:00,2022-05-14 23:00:53+00:00,https://twitter.com/JaneKirkeby/status/1525612141080104960,1,Happy,1
AdemulegunV,@DaKingSpencer15 @Dans4luv @JohnboscoKenec2 @Dayviid_OG @fineboytunde_ When Samsung turn iPhone ?bro 😂😂😂😂or you think he said iPhone 13 you might need to read that again 😂😂😂😂😂😂,0,2022-05-14 23:00:53+00:00,2022-05-14 23:00:53+00:00,https://twitter.com/AdemulegunV/status/1525612140131917825,1,Surprise,1
salqadinhos,@lizzthecreep o glow up do iPhone ✨,0,2022-05-14 23:00:52+00:00,2022-05-14 23:00:52+00:00,https://twitter.com/salqadinhos/status/1525612135979618304,1,Angry,0
SocalBeachSB,"@TsunderePosting @TravisHeinrich @AP I guess he didn't have an IPhone for Truth Social.  Elon is OK with his FS on Twitter... because, you know, rights but not duties.",0,2022-05-14 23:00:41+00:00,2022-05-14 23:00:41+00:00,https://twitter.com/SocalBeachSB/status/1525612092216049666,1,Fear,0
Missingmogwai,@DaceRink @Hello_Noto07 No camera on an Iphone.,1,2022-05-14 23:00:37+00:00,2022-05-14 23:00:37+00:00,https://twitter.com/Missingmogwai/status/1525612075229319169,1,Happy,1
sanjeevrana02,Smallest WiFi Spy Hidden Camera Mini Wireless Camera HD Indoor Home Smallest Spy Nanny Cam Security Cameras with Motion Detection/Night Vision/Cloud Storage for iPhone/Android Phone/iPad/PC Review https://t.co/3YWtOlyIGP,0,2022-05-14 23:00:35+00:00,2022-05-14 23:00:35+00:00,https://twitter.com/sanjeevrana02/status/1525612063497891840,1,Angry,0
hotsnailsdotcom,@mingoyoongi2 Which one did ya get?? And yes anytime!! Did you switch from iphone?,1,2022-05-14 23:00:31+00:00,2022-05-14 23:00:31+00:00,https://twitter.com/hotsnailsdotcom/status/1525612047240531968,1,Sad,0
fentanylbrownie,"Disagreeable male invention: the iPhone

Agreeable gay male invention: the iPhone 13",5,2022-05-14 23:00:28+00:00,2022-05-14 23:00:28+00:00,https://twitter.com/fentanylbrownie/status/1525612034397700098,1,Surprise,1
YTUKTrends,"20. Burna Boy - Last Last [Official Music Video] - Burna Boy
21. 5 Seconds of Summer - Me Myself &amp; I (Official Music Video) - 5SOS
22. KOJEY RADICAL | CHICKEN SHOP DATE - Amelia Dimoldenberg
23. iPhone 14 Pro Max First Look - Unbox Therapy",1,2022-05-14 23:00:23+00:00,2022-05-14 23:00:23+00:00,https://twitter.com/YTUKTrends/status/1525612016894885890,1,Happy,1
kpkdotcom,2016 Nantucket https://t.co/jmbBZIdjms #inspirato #massachusettes #nantucket #iphone,0,2022-05-14 23:00:09+00:00,2022-05-14 23:00:09+00:00,https://twitter.com/kpkdotcom/status/1525611956987641858,1,Happy,1
bot_political,ars-technica|Report: Apple is testing USB-C iPhone models for 2023|https://t.co/dBG1uw4dDV,0,2022-05-14 23:00:05+00:00,2022-05-14 23:00:05+00:00,https://twitter.com/bot_political/status/1525611937341616128,1,Fear,0
outofideas_____,@Hans_Potterman Is that an iphone 11,1,2022-05-14 22:59:57+00:00,2022-05-14 22:59:57+00:00,https://twitter.com/outofideas_____/status/1525611904160374784,1,Happy,1
androszhane,"Watching Gossip Girl season 1 (the real show, not that worthless remake), people had kind of useful phones with text and blurry pics... nobody had a smartphone, nothing like a iPhone or Samsung Galaxy. This already feels like ancient history. And I wasn't a kid when it aired. 👨‍🦳",2,2022-05-14 22:59:52+00:00,2022-05-14 22:59:52+00:00,https://twitter.com/androszhane/status/1525611885139312642,1,Happy,1
newsworldpress,iPhone 14 Series Might Feature an Upgraded Front Camera With Autofocus: Ming-Chi Kuo - Newsworldpress @ https://t.co/q30oz1qrVO https://t.co/6cvTZ82ACA,0,2022-05-14 22:59:40+00:00,2022-05-14 22:59:40+00:00,https://twitter.com/newsworldpress/status/1525611834459541504,1,Angry,0
TruvybeR,"Now Playing Skinny Fabulous x Black Shadow @SkinnyFabulous - Boss Bitch | Tattoo Flava Riddim | Official Audio
TruVybe Radio  
https://t.co/MsHBDOhbnC
Download the  TruVybe Android App and IPhone App today!! #TruVybeRadio",0,2022-05-14 22:59:37+00:00,2022-05-14 22:59:37+00:00,https://twitter.com/TruvybeR/status/1525611819955630081,1,Fear,0
writerlyai_bot,"@shreybag There could be a number of reasons why there are so many people at the Apple store in Miami Beach. It is possible that people are on vacation and are visiting the Apple store to purchase an iPhone. Alternatively, it is possible that people are",0,2022-05-14 22:59:33+00:00,2022-05-14 22:59:33+00:00,https://twitter.com/writerlyai_bot/status/1525611803056537600,1,Fear,0
newsworldpress,"Google's Switch to Android App Rolling Out for iPhone, iPod Touch Users - Newsworldpress @ https://t.co/AMmZgtuhwu https://t.co/ZTbkU10z6l",0,2022-05-14 22:59:27+00:00,2022-05-14 22:59:27+00:00,https://twitter.com/newsworldpress/status/1525611779295952900,1,Sad,0
abdoolkhalid_g2,@_Laylerh iPhone users 🤩😂,0,2022-05-14 22:59:24+00:00,2022-05-14 22:59:24+00:00,https://twitter.com/abdoolkhalid_g2/status/1525611767166115841,1,Happy,1
goodgalsydney,no bc i need an iPhone 13,0,2022-05-14 22:59:19+00:00,2022-05-14 22:59:19+00:00,https://twitter.com/goodgalsydney/status/1525611746920128513,1,Happy,1
caitlynmccarey,My phone has blown up so much today I keep getting a notification saying “iPhone needs to cool down” Lmaoo.,2,2022-05-14 22:59:18+00:00,2022-05-14 22:59:18+00:00,https://twitter.com/caitlynmccarey/status/1525611743615098883,1,Surprise,1
newsworldpress,"First Real Full-Screen iPhone With Face ID, Under Display Camera to Come in 2024: Ming-Chi Kuo - Newsworldpress @ https://t.co/UUUXQQgzzB",0,2022-05-14 22:59:14+00:00,2022-05-14 22:59:14+00:00,https://twitter.com/newsworldpress/status/1525611723448885251,1,Surprise,1
Ghaziabad365,6G Silver Compatible with iPhone with 8 Mega Pixel Camera(16GB Internal Memory) Without Touch ID https://t.co/vzJrHbEvRJ,0,2022-05-14 22:59:12+00:00,2022-05-14 22:59:12+00:00,https://twitter.com/Ghaziabad365/status/1525611716804874240,1,Happy,1
julilsimp13,@_demilxvxtx @_fahrezaaa_ Well Siri is connected to the iPhone not Alexa… so incorrect slander,0,2022-05-14 22:59:08+00:00,2022-05-14 22:59:08+00:00,https://twitter.com/julilsimp13/status/1525611699889479684,1,Happy,1
Lammiblaq,"Can anyone help? Ilorin police have extorted my friend twice this week because he uses an IPhone 13, is a student and has Binance app. Need help please, anyone?",23,2022-05-14 22:59:07+00:00,2022-05-14 22:59:07+00:00,https://twitter.com/Lammiblaq/status/1525611694361305095,1,Surprise,1
0xmisufeebigwin,"iphone 11 promax
⭐️4,9

https://t.co/aA9vQYMrlf  8.550.000

https://t.co/8ICkby4OV1   8.990.000–10.350.000 https://t.co/ech1hDHPxV",0,2022-05-14 22:59:07+00:00,2022-05-14 22:59:07+00:00,https://twitter.com/0xmisufeebigwin/status/1525611694331817984,1,Happy,1
newsworldpress,iPhone 11 Could Be Discontinued After iPhone 14 Launch in September - Newsworldpress @ https://t.co/yxnEOSjG0E https://t.co/UWvCw958lE,0,2022-05-14 22:59:01+00:00,2022-05-14 22:59:01+00:00,https://twitter.com/newsworldpress/status/1525611670759956480,1,Sad,0
0xmisufeebigwin,"iphone 11
⭐️4,9

https://t.co/JDxfOv7KmP  5.750.000–6.750.000

https://t.co/kLG9SAXd4e  6.250.000–7.499.000 https://t.co/GycPIE5O3X",0,2022-05-14 22:59:01+00:00,2022-05-14 22:59:01+00:00,https://twitter.com/0xmisufeebigwin/status/1525611670743048194,1,Happy,1
0xmisufeebigwin,"iphone xs max
⭐️4,8

https://t.co/Yld2mlxULD  4.990.000

https://t.co/0cOlUtH296  5.499.000–6.499.000 https://t.co/UB4OLdR9v7",0,2022-05-14 22:58:59+00:00,2022-05-14 22:58:59+00:00,https://twitter.com/0xmisufeebigwin/status/1525611660731248640,1,Happy,1
FpNimri,@whorefordelia twitter for iphone,0,2022-05-14 22:58:53+00:00,2022-05-14 22:58:53+00:00,https://twitter.com/FpNimri/status/1525611637176147971,1,Sad,0
0xmisufeebigwin,"iphone x
⭐️4,9

https://t.co/4BNA4GvbtP 3.735.000–4.240.000

https://t.co/NBLjD3HIv1  4.250.000–4.650.000 https://t.co/CM9OcvbvPj",0,2022-05-14 22:58:52+00:00,2022-05-14 22:58:52+00:00,https://twitter.com/0xmisufeebigwin/status/1525611633627656193,1,Happy,1
carl_andreb,@abcDixiePayne no. better get the iphone or samsung flagship over this.,0,2022-05-14 22:58:45+00:00,2022-05-14 22:58:45+00:00,https://twitter.com/carl_andreb/status/1525611605467140096,1,Surprise,1
bangmycouture,I got my baby a iPhone. I can’t wait for her to get it. She’s gonna be so happy 🥹,0,2022-05-14 22:58:38+00:00,2022-05-14 22:58:38+00:00,https://twitter.com/bangmycouture/status/1525611574584565761,1,Happy,1
m4linkstech,Apple Announced Self Service Repair program for iPhone. https://t.co/1owFKIPdpt,0,2022-05-14 22:58:32+00:00,2022-05-14 22:58:32+00:00,https://twitter.com/m4linkstech/status/1525611548466610176,1,Fear,0
CobaltStages,"Making the most on the amazing iPhone 13 Pro in a verite application 
#CobaltProductions #VallartaSupermarkets #AlexFernbach #KaraVedder #BTS https://t.co/YdBau1skrv",0,2022-05-14 22:58:22+00:00,2022-05-14 22:58:22+00:00,https://twitter.com/CobaltStages/status/1525611505848397827,1,Surprise,1
OriginalKanator,Thank fuck it's only iPhone users that for some inexplicable reason have to refer to their phones as specifically being iPhones.,1,2022-05-14 22:58:14+00:00,2022-05-14 22:58:14+00:00,https://twitter.com/OriginalKanator/status/1525611472159657986,1,Happy,1
scpwords,GORPEE KONG! Some classic platforming hilarity on Anarchy Island! #indiegame #gamedev #indiedev #retro #indievideogames #ios #indiegames #videogames #apple #ios #indiegamedev #megaman Download now for iPhone/iPad! https://t.co/T2H7miDKxA,1,2022-05-14 22:57:57+00:00,2022-05-14 22:57:57+00:00,https://twitter.com/scpwords/status/1525611402584522753,1,Happy,1
Noworl8ter,@oliviabrxtn voicemail doesn’t require signal on iPhone. That’s when I start clearing my inbox. 💀,0,2022-05-14 22:57:57+00:00,2022-05-14 22:57:57+00:00,https://twitter.com/Noworl8ter/status/1525611401686855680,1,Sad,0
Er3pt,@Rippersai_ Is this iPhone 4?,0,2022-05-14 22:57:56+00:00,2022-05-14 22:57:56+00:00,https://twitter.com/Er3pt/status/1525611399786921984,1,Happy,1
GamerDriftking7,@EvanZir Yo what?!? What iPhone is she using? That actually looks very detailed for a phone,1,2022-05-14 22:57:51+00:00,2022-05-14 22:57:51+00:00,https://twitter.com/GamerDriftking7/status/1525611378605797378,1,Surprise,1
newsworldpress,"iPhone 13 Price in India Discounted to as Low as Rs. 35,513: Here's How to Get It - Newsworldpress @ https://t.co/JRzjAYEg7m https://t.co/0Nd88gTUMh",0,2022-05-14 22:57:51+00:00,2022-05-14 22:57:51+00:00,https://twitter.com/newsworldpress/status/1525611376412090373,1,Sad,0
Veegle,@ChampagneConnie It’s an iPhone setting (portrait/stage lighting)! I just stumbled onto it.,2,2022-05-14 22:57:47+00:00,2022-05-14 22:57:47+00:00,https://twitter.com/Veegle/status/1525611360498774016,1,Fear,0
newsworldpress,"iPhone 12, iPhone 12 Mini on Sale With Up to Rs. 11,910 Discount via Amazon India, Flipkart - Newsworldpress @ https://t.co/XY59RjtvKN https://t.co/SHSgZ0wpi1",0,2022-05-14 22:57:36+00:00,2022-05-14 22:57:36+00:00,https://twitter.com/newsworldpress/status/1525611314994941952,1,Fear,0
ImAlsoPenne,@kraggsweep And I thought penne had a iPhone 6😂,1,2022-05-14 22:57:18+00:00,2022-05-14 22:57:18+00:00,https://twitter.com/ImAlsoPenne/status/1525611240441143301,1,Surprise,1
_fahrezaaa_,@_demilxvxtx @julilsimp13 not u asking alexa but you dont even use iphone😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1,2022-05-14 22:57:14+00:00,2022-05-14 22:57:14+00:00,https://twitter.com/_fahrezaaa_/status/1525611222946971648,1,Fear,0
eKyogre,"@theindielegend @red_herrera @iTs_hiM_ The iPhone 13 only has a 3x optical zoom, you can't get good 50x/100x pictures lol",1,2022-05-14 22:57:13+00:00,2022-05-14 22:57:13+00:00,https://twitter.com/eKyogre/status/1525611216709853184,1,Happy,1
timothuney,"Jesus Christ, my iPhone has been taking Live Photos after I updated my phone. I am so sorry to anyone I’ve sent pictures to. It was a mistake and I will work my hardest to correct my wrongs.",5,2022-05-14 22:57:05+00:00,2022-05-14 22:57:05+00:00,https://twitter.com/timothuney/status/1525611183117565953,1,Fear,0
Must_Save_USA,@brattastic99 I find it hard to read on my iPhone.,0,2022-05-14 22:56:41+00:00,2022-05-14 22:56:41+00:00,https://twitter.com/Must_Save_USA/status/1525611083909709824,1,Angry,0
uhohsnapp,@stillwantherr iphone 12 why? :o,0,2022-05-14 22:56:38+00:00,2022-05-14 22:56:38+00:00,https://twitter.com/uhohsnapp/status/1525611072522264578,1,Happy,1
Ezaroslin,i am happy and grateful for my beatiful iphone pro max 13 ocean blue https://t.co/Ixx6tA9gEZ,0,2022-05-14 22:56:37+00:00,2022-05-14 22:56:37+00:00,https://twitter.com/Ezaroslin/status/1525611068537864192,1,Happy,1
TruvybeR,"Now Playing Bunji Garlin &amp; Fay-Ann Lyons @BunjiGarlin @FayAnnLyons - Bus-A-Wine (Coney Island Riddim) ""2020 Soca"" [London Future]
TruVybe Radio  
https://t.co/MsHBDOhbnC
Download the  TruVybe Android App and IPhone App today!! #TruVybeRadio",0,2022-05-14 22:56:34+00:00,2022-05-14 22:56:34+00:00,https://twitter.com/TruvybeR/status/1525611055925321732,1,Fear,0
Djratinhofc7,Twitter for iPhone 🥳🥳🤯,0,2022-05-14 22:56:32+00:00,2022-05-14 22:56:32+00:00,https://twitter.com/Djratinhofc7/status/1525611045955547138,1,Sad,0
OOSTweet,"https://t.co/ZOeFilcw6M
All times Eastern
Sunday, May 15
11am-Let’s Talk-Lounge
3pm-Zilch-Come Roll Them Dice
4:30pm-Go Fish-Game Connection
6pm-iPhone Discussion Group-Knowledge Vault
8pm-Fast Pass - Games4U
9:15pm-Out Words - Games4U
10:30pm-Music Round Robin-Listen Lounge 1",0,2022-05-14 22:56:31+00:00,2022-05-14 22:56:31+00:00,https://twitter.com/OOSTweet/status/1525611041807138816,1,Fear,0
49ersDepression,Anyone know how I can get a 49ers schedule wallpaper for my iPhone 11,4,2022-05-14 22:56:28+00:00,2022-05-14 22:56:28+00:00,https://twitter.com/49ersDepression/status/1525611029211672577,1,Happy,1
athensgirl04,"@heartbrachers Depends what you have. When I had an android, I’ll be honest when I say I liked the options better than what is on my iPhone",1,2022-05-14 22:55:26+00:00,2022-05-14 22:55:26+00:00,https://twitter.com/athensgirl04/status/1525610768217128962,1,Surprise,1
wooftism,@soobjump same mf told me im not oppressed cause i got an iphone,0,2022-05-14 22:55:02+00:00,2022-05-14 22:55:02+00:00,https://twitter.com/wooftism/status/1525610666488389635,1,Sad,0
HeathKatherine,iPhone - Apple https://t.co/aCxzoc3CaZ,0,2022-05-14 22:54:52+00:00,2022-05-14 22:54:52+00:00,https://twitter.com/HeathKatherine/status/1525610628274081794,1,Happy,1
Thotimus90,@reidestevenson Is it an iPhone?,0,2022-05-14 22:54:40+00:00,2022-05-14 22:54:40+00:00,https://twitter.com/Thotimus90/status/1525610577413931011,1,Happy,1
KraftiGemini,@themodernnmom Team iPhone https://t.co/tGn1jQc3fD,1,2022-05-14 22:54:38+00:00,2022-05-14 22:54:38+00:00,https://twitter.com/KraftiGemini/status/1525610569591554058,1,Happy,1
DjXanthus,Tonight is Week 2 of Maytallica! Featuring my favorite MetalliCovers &amp; Interpretations. Tune in to @RadioAirwaves/@RadioAirwaves1 SPECIAL START TIME 9pm EDT to find out what songs I choose at https://t.co/w5NB9TlwiG or on your iPhone or Android at https://t.co/Jc8uOvn3EF,8,2022-05-14 22:54:35+00:00,2022-05-14 22:54:35+00:00,https://twitter.com/DjXanthus/status/1525610555180040193,1,Happy,1
wooftism,"@iluvstuffi this is just what my mom gets me, i dont complain
but someone said im not oppressed because i have an iphone",1,2022-05-14 22:54:26+00:00,2022-05-14 22:54:26+00:00,https://twitter.com/wooftism/status/1525610515799613446,1,Sad,0
ShopHelper_,HTU Cell Phone Holder for Car Dashboard [Big Phones &amp; Thick Case Friendly] Compatible for iPhone 13 Pro Max 12 11 Pro All Smartphones Easy One Touch Cellphone Car Mount Dash Windshield Air Vent Cradle https://t.co/wvq9JEVEzZ,0,2022-05-14 22:54:20+00:00,2022-05-14 22:54:20+00:00,https://twitter.com/ShopHelper_/status/1525610491191640065,1,Happy,1
episson_store,#love Case For iphone 11 Niche Rubik's Cube phone case for apple 12 mini pro X XR XS MAX 6 6S 7 8 Plus SE 2020 Anti-fall Full Cover https://t.co/4Iu2CQXgnY https://t.co/Fhgq0PJELo,0,2022-05-14 22:54:16+00:00,2022-05-14 22:54:16+00:00,https://twitter.com/episson_store/status/1525610475982946304,1,Happy,1
SamagameC,"The Apple Watch will notify us if we forget or the iPhone is stolen, thanks to WatchOS 8 https://t.co/knZsBgWKxW",0,2022-05-14 22:54:08+00:00,2022-05-14 22:54:08+00:00,https://twitter.com/SamagameC/status/1525610441300393984,1,Surprise,1
jojadev,"Not to knock Codecademy buuut, hard to want to spend $20-40/mo for your pro content when the description page doesn’t display properly on my iPhone mini",0,2022-05-14 22:54:03+00:00,2022-05-14 22:54:03+00:00,https://twitter.com/jojadev/status/1525610420136030220,1,Happy,1
Pragmatic_Nurse,What on earth is this read only contact business on iPhone ?,0,2022-05-14 22:54:01+00:00,2022-05-14 22:54:01+00:00,https://twitter.com/Pragmatic_Nurse/status/1525610414632992770,1,Surprise,1
eucomoareia,zuki for iphone,0,2022-05-14 22:53:56+00:00,2022-05-14 22:53:56+00:00,https://twitter.com/eucomoareia/status/1525610391535071232,0,Happy,1
RjeyTech,iPhone camera always freezes up on me 🥹 https://t.co/Fw4c0HkizN,586,2022-05-14 22:53:49+00:00,2022-05-14 22:53:49+00:00,https://twitter.com/RjeyTech/status/1525610361298292736,1,Sad,0
TruvybeR,"Now Playing Nadia, Nessa, Patrice, Rome, and  Voice - No Time Like Now
TruVybe Radio  
https://t.co/MsHBDOhbnC
Download the  TruVybe Android App and IPhone App today!! #TruVybeRadio",0,2022-05-14 22:53:32+00:00,2022-05-14 22:53:32+00:00,https://twitter.com/TruvybeR/status/1525610290989121537,1,Fear,0
SARetailService,Eyoyo 2D Ring Barcode Scanner Wireless Reader Bluetooth 2.4G For IPhone IPad #eBay🇺🇸 #Retail #Services https://t.co/CypFTeOidc,0,2022-05-14 22:53:21+00:00,2022-05-14 22:53:21+00:00,https://twitter.com/SARetailService/status/1525610243857727489,1,Happy,1
